DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Hydro Run-of-river and poundage	10.7		2022-01-01 04:33:03
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Hydro Water Reservoir	8.69		2022-01-01 04:33:03
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Other	67.88		2022-01-01 04:33:04
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Fossil Hard coal	0.0		2022-01-01 04:33:04
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Fossil Brown coal/Lignite	286.92		2022-01-01 04:33:04
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Water Reservoir	8.69		2022-01-01 04:33:05
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Fossil Brown coal/Lignite	286.92		2022-01-01 04:33:07
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Brown coal/Lignite	286.92		2022-01-01 04:33:07
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Nuclear	1948.66		2022-01-01 04:33:07
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Hard coal	0.0		2022-01-01 04:33:08
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Geothermal	0.36		2022-01-01 04:33:09
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Nuclear	1948.66		2022-01-01 04:33:10
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Fossil Hard coal	0.0		2022-01-01 04:33:10
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Geothermal	0.36		2022-01-01 04:33:12
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Fossil Oil		0.26	2022-01-01 04:33:13
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Fossil Gas	549.14		2022-01-01 04:33:13
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Other	67.88		2022-01-01 04:33:14
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Biomass	126.26		2022-01-01 04:33:14
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Gas	549.14		2022-01-01 04:33:15
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Other renewable	6.73		2022-01-01 04:33:15
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other	67.88		2022-01-01 04:33:16
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Oil		0.26	2022-01-01 04:33:16
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Biomass	126.26		2022-01-01 04:33:18
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Hydro Water Reservoir	8.69		2022-01-01 04:33:18
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other renewable	6.73		2022-01-01 04:33:18
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Run-of-river and poundage	10.7		2022-01-01 04:33:18
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Hydro Run-of-river and poundage	10.7		2022-01-01 04:33:19
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Waste	14.2		2022-01-01 04:33:20
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Waste	14.2		2022-01-01 04:33:20
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	CTA	ME CTA	ME	Other renewable	0.0		2022-01-01 04:33:26
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	CTA	ME CTA	ME	Fossil Brown coal/Lignite	206.86		2022-01-01 04:33:26
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	CTA	ME CTA	ME	Hydro Water Reservoir	182.48		2022-01-01 04:33:28
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	CTA	ME CTA	ME	Wind Onshore	20.57		2022-01-01 04:33:28
2022-01-01 02:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	Wind Onshore	2672.0		2022-01-01 04:33:30
2022-01-01 02:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	Fossil Gas	1594.48		2022-01-01 04:33:31
2022-01-01 02:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	Nuclear	639.22		2022-01-01 04:33:31
2022-01-01 02:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	Fossil Brown coal/Lignite	1112.33		2022-01-01 04:33:32
2022-01-01 02:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	Hydro Pumped Storage	0.0	32.32	2022-01-01 04:33:34
2022-01-01 02:30:00.000	PT15M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	Fossil Hard coal	910.67		2022-01-01 04:33:34
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	BZN	ME BZN	ME	Wind Onshore	20.57		2022-01-01 04:33:35
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	CTY	ME CTY	ME	Fossil Brown coal/Lignite	206.86		2022-01-01 04:33:36
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	CTY	ME CTY	ME	Wind Onshore	20.57		2022-01-01 04:33:36
2022-01-01 02:00:00.000	PT60M	10YCS-CG-TSO---S	BZN	ME BZN	ME	Fossil Brown coal/Lignite	206.86		2022-01-01 04:33:38
