DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Water Reservoir	8.68		2022-01-01 09:31:33
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Run-of-river and poundage	10.78		2022-01-01 09:31:33
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Brown coal/Lignite	165.13		2022-01-01 09:31:35
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Geothermal	0.36		2022-01-01 09:31:36
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Nuclear	1948.94		2022-01-01 09:31:38
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Oil		0.22	2022-01-01 09:31:46
2022-01-01 08:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Offshore	4262.07		2022-01-01 09:46:45
2022-01-01 08:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	460.67		2022-02-07 09:35:05
2022-01-01 08:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	174.38		2022-01-02 08:21:33
2022-01-01 08:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	1122.0		2022-01-01 09:49:13
2022-01-01 08:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	129.0		2022-01-01 09:49:14
